OTU_ID,M9,M4,M8,M6,M7,M3,M2,M10,M1,M5,taxonomy
Prevotella_bryantii_AF396925,2,0,0,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_bryantii
OTU1654,0,0,0,1,0,1,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1654|NN=Papillibacter_cinnamivorans_AF167711|D=89.7
OTU1653,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1653|NN=Papillibacter_cinnamivorans_AF167711|D=89.9
Curtobacterium_flaccumfaciens_AJ310414,0,3,0,0,1,0,2,1,0,3,Actinobacteria; Actinobacteria; Actinomycetales; Microbacteriaceae; Curtobacterium; Curtobacterium_flaccumfaciens
Atopobium_minutum_S44204,1,10,0,7,2,0,4,0,0,1,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Atopobium; Atopobium_minutum
Clostridium_ghonii_X73451,43,35,0,72,71,23,92,0,65,132,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_ghonii
OTU1715,0,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1715|NN=Ruminococcus_bromii_DQ882649|D=95.2
OTU1659,0,0,0,0,0,2,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1659|NN=Soleaferrea_massiliensis_JX101688|D=87
Lactobacillus_pentosus_AB488810.1,0,0,0,0,1,0,0,0,0,1,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_pentosus
OTU1121,0,2,0,3,5,3,1,0,2,3,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; unclassified; OTU1121|NN=Clostridium_bartlettii_AY438672|D=96.1
Rothia_aeria_AB753461,51,1,0,6,3,15,8,0,20,36,Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Rothia; Rothia_aeria
OTU1125,0,0,1,0,0,0,0,2,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Morganella; OTU1125|NN=Morganella_morganii_JN644537|D=96.6
OTU1124,0,0,0,0,0,0,0,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU1124|NN=Clostridium_bolteae_AJ508452|D=93.4
Enterococcus_phoeniculicola_AB681238,0,0,1,0,0,0,0,0,0,0,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_phoeniculicola
OTU1129,35,7,0,15,8,131,36,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; OTU1129|NN=Intestinimonas_butyriciproducens_JX101685.1|D=94.7
OTU166,0,119,0,53,7,18,61,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU166|NN=Clostridium_clariflavum_NR_102987.1|D=84
Proteus_penneri_JN092595,0,0,0,0,1,0,0,6,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Proteus; Proteus_penneri
Lactobacillus_senioris_AB602570,0,0,0,0,0,0,0,0,2,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_senioris
Eubacterium_desmolans_EUBRRDO,5,1,0,0,0,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_desmolans
Eubacterium_tenue_EUBRR16S,0,0,0,1,0,0,0,0,0,2,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_tenue
Lactobacillus_coleohominis_AM113776,15,0,0,3,8,0,0,0,5,2,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_coleohominis
OTU659,1,0,0,0,0,0,0,0,1,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU659|NN=Lactobacillus_vaginalis_GQ422709|D=96.8
Bacillus_thermoamylovorans_HQ851061,0,0,0,0,0,0,0,0,0,1,Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus_thermoamylovorans
OTU141,0,0,0,0,0,0,0,0,1,0,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; OTU141|NN=Bifidobacterium_catenulatum_AB437357|D=96.6
Campylobacter_concisus_CAJRRDAI,1,0,0,3,0,0,0,0,0,0,Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; Campylobacter_concisus
OTU1432,0,0,0,0,0,0,0,0,1,0,Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; OTU1432|NN=Pseudomonas_putida_EU620069|D=96.9
OTU1539,0,4,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1539|NN=Fusicatenibacter_saccharivorans_AB698912|D=94.6
OTU1437,0,0,0,0,1,0,0,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified; OTU1437|NN=Clostridium_saccharogumia_NR_043550.1|D=90.9
Lactobacillus_acidophilus_KC150145,6255,2860,1,1248,1592,137,7808,0,134,1,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_acidophilus
OTU1435,0,0,0,0,0,0,0,0,0,1,Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; OTU1435|NN=Catabacter_hongkongensis_AB671763|D=83.6
OTU1532,1,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1532|NN=Roseburia_intestinalis_AB661435|D=90.3
OTU516,9,0,0,205,2333,4,84,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU516|NN=Prevotella_copri_AB064923|D=96.6
OTU1530,334,2,0,15,15,160,49,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1530|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.6
OTU1531,1,0,0,2,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; OTU1531|NN=Catabacter_hongkongensis_AB671763|D=84.6
Bacteroides_dorei_AB242142,1,5,1,2,1,2,1,0,2,1,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_dorei
OTU1537,1,0,0,40,29,0,1,0,0,1,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Collinsella; OTU1537|NN=Collinsella_aerofaciens_AB011814|D=96.6
OTU1534,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1534|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=95.4
OTU1535,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1535|NN=Eubacterium_hallii_EUBRRDR|D=96.5
OTU866,0,0,1,0,1,1,0,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU866|NN=Butyrivibrio_crossotus_FR733670|D=90.4
Desulfovibrio_piger_AF192152,11,0,0,0,1,27,1,0,1,0,Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; Desulfovibrio_piger
Prevotella_denticola_AY323524,0,0,0,0,1,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_denticola
Lachnoanaerobaculum_umeaense_FJ796700,3,1,0,0,0,1,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoanaerobaculum; Lachnoanaerobaculum_umeaense
Bacteroides_plebeius_AB200221,10,6,61,7,26,5,2,0,0,13,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_plebeius
OTU860,199,175,0,1393,233,78,3635,0,0,6,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU860|NN=Clostridium_tertium_JX267105|D=95.7
OTU468,1,489,0,0,0,6,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU468|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=93.9
Clostridium_aminovalericum_CLOARRNA,10,0,0,0,3,9,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_aminovalericum
OTU869,0,2,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU869|NN=Papillibacter_cinnamivorans_AF167711|D=90.2
Arthrobacter_polychromogenes_X80741,3,0,0,1,1,0,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Arthrobacter; Arthrobacter_polychromogenes
OTU1500,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1500|NN=Dorea_massiliensis_JX101687|D=91.1
OTU520,2,2,0,0,91,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU520|NN=Clostridium_bolteae_AJ508452|D=93.9
OTU1377,2,21,5,2,1,7,1,0,0,1,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1377|NN=Papillibacter_cinnamivorans_AF167711|D=90.2
Ruminococcus_lactaris_NR_027579.1,0,0,0,6,20,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Ruminococcus_lactaris
Streptococcus_parasanguinis_AM157441,825,4,0,85,92,65,144,0,166,176,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_parasanguinis
OTU451,5,0,0,0,0,1,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU451|NN=Clostridium_bolteae_AJ508452|D=93.2
Staphylococcus_pettenkoferi_AF322002,0,0,0,0,0,0,0,0,1,0,Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus_pettenkoferi
Exiguobacterium_aurantiacum_HM030747,1,0,0,0,0,0,0,0,1,0,Firmicutes; Bacilli; Bacillales; [Exiguobacteraceae]; Exiguobacterium; Exiguobacterium_aurantiacum
Staphylococcus_sciuri_GQ261178.1,0,0,0,0,1,0,1,0,0,0,Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus_sciuri
OTU143,294,37,0,74,26,52,66,0,0,4,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU143|NN=Barnesiella_intestinihominis_AB370251|D=85
OTU591,0,0,0,1,0,0,0,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified; OTU591|NN=Clostridium_saccharogumia_NR_043550.1|D=91.7
Clostridium_beijerinckii_EF446166,4,135,0,34,8,5,99,0,1,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_beijerinckii
OTU594,1,1,0,212,302,4,9,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU594|NN=Anoxystipes_fissicatena_NR_104800.1|D=94.4
Gemella_sanguinis_Y13364,26,0,0,4,2,9,0,0,0,0,Firmicutes; Bacilli; Gemellales; Gemellaceae; Gemella; Gemella_sanguinis
Cellulomonas_denverensis_AB491158,5,2,0,1,0,0,2,2,1,5,Actinobacteria; Actinobacteria; Actinomycetales; Cellulomonadaceae; Cellulomonas; Cellulomonas_denverensis
Veillonella_atypica_X84007,13,15,3,0,2,2,2,0,37,61,Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; Veillonella_atypica
OTU1220,0,1,3,1,1,3,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1220|NN=Papillibacter_cinnamivorans_AF167711|D=89.9
OTU925,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Papillibacter; OTU925|NN=Papillibacter_cinnamivorans_AF167711|D=86.8
OTU1384,0,0,1,20,4,13,9,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1384|NN=Clostridium_clariflavum_NR_102987.1|D=83.5
Blautia_luti_AB691576,0,7,0,0,14,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_luti
OTU1260,0,0,0,0,1,1,0,1,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU1260|NN=Bacteroides_vulgatus_BNRRR16SA|D=96.6
OTU944,142,1,0,4,14,105,40,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU944|NN=Intestinimonas_butyriciproducens_JX101685.1|D=91.5
OTU566,0,65,1,0,0,0,0,0,0,38,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU566|NN=Clostridium_hathewayi_EF408243|D=97
OTU565,0,0,0,69,18,25,56,0,0,1,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU565|NN=Clostridium_clariflavum_NR_102987.1|D=77.9
OTU1508,0,0,1,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1508|NN=Eubacterium_rectale_AY804151|D=94.1
Alistipes_putredinis_AB554232,48,0,0,0,6,9,7,0,1,1,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_putredinis
OTU947,3,0,0,2,3,1,0,1,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU947|NN=Fusicatenibacter_saccharivorans_AB698912|D=94.5
OTU142,0,0,0,0,0,1,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Corynebacteriaceae; Corynebacterium; OTU142|NN=Corynebacterium_ulcerans_KF564645|D=95.1
OTU444,0,0,0,1,0,25,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU444|NN=Ruminococcus_albus_AY445596|D=91.1
OTU1546,0,0,0,0,29,0,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1546|NN=Soleaferrea_massiliensis_JX101688|D=87.8
Catabacter_hongkongensis_AB671763,0,5,0,10,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; Catabacter_hongkongensis
OTU1543,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU1543|NN=Blautia_glucerasea_AB588023|D=95.5
Moellerella_wisconsensis_JN175344,0,0,2,0,0,0,0,7,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Moellerella; Moellerella_wisconsensis
OTU1541,1,0,0,4,4,6,26,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1541|NN=Ruminococcus_bromii_DQ882649|D=89.5
OTU443,0,0,0,0,0,0,0,0,1,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU443|NN=Eubacterium_hallii_EUBRRDR|D=94.6
Ruminococcus_torques_AB910746,0,0,0,1,1,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_torques
Blautia_wexlerae_EF036467,0,1,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_wexlerae
Clostridium_baratii_X68174,0,29,0,0,0,1,2,0,1,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_baratii
Eubacterium_dolichum_AB649277,0,0,0,0,1,0,0,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Eubacterium; Eubacterium_dolichum
OTU603,4,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU603|NN=Soleaferrea_massiliensis_JX101688|D=87.1
Bacteroides_pectinophilus_DQ497993,0,49,0,2,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Unclassified_Clostridiales; Bacteroides; Bacteroides_pectinophilus
Prevotella_brevis_AB501170,5,1,0,4,56,16,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_brevis
Bifidobacterium_boum_D86190,2,6,1,13,1,0,38,0,18,0,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_boum
Fusobacterium_russii_FUSSRRNAC,4,0,0,0,1,23,0,0,0,0,Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium_russii
OTU968,3,1,1,1,11,24,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU968|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=95.7
OTU219,2,0,0,0,0,0,0,1,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU219|NN=Bacteroides_xylanisolvens_AB510713|D=96.4
OTU218,12,0,1,1,0,2,5,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU218|NN=Eubacterium_hallii_EUBRRDR|D=96.8
OTU962,0,108,0,180,54,10,42,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU962|NN=Oscillibacter_valericigenes_AB238598|D=89.7
OTU217,1,0,0,0,0,0,1,1,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Gemmiger; OTU217|NN=Gemmiger_formicilis_GU562446|D=96.5
OTU744,1,0,0,0,0,101,9,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU744|NN=Ruminococcus_callidus_X85100|D=91.1
OTU668,0,818,0,42,3,8,257,0,1,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU668|NN=Clostridium_clariflavum_NR_102987.1|D=83.4
OTU210,0,0,0,0,0,0,0,7,1,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Erwinia; OTU210|NN=Hafnia_alvei_Z83203|D=94.5
OTU741,0,0,0,0,2,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU741|NN=Blautia_glucerasea_AB588023|D=94.1
OTU740,0,11,0,6,60,9,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU740|NN=Dorea_massiliensis_JX101687|D=94.4
Blautia[Ruminococcus]_obeum_AY169419,1,31,3,13,72,8,5,2,12,9,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Blautia; Blautia_obeum
OTU1151,0,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1151|NN=Ruminococcus_bromii_DQ882649|D=89.6
OTU20,7,11,37,1,5,1,2,2,2,1,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU20|NN=Bacteroides_xylanisolvens_AB510713|D=96.4
OTU448,0,480,0,41,34,1052,691,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU448|NN=Soleaferrea_massiliensis_JX101688|D=86.6
Streptomyces_thermoviolaceus_KC470043,1,0,0,0,0,1,0,0,0,1,Actinobacteria; Actinobacteria; Actinomycetales; Streptomycetaceae; Streptomyces; Streptomyces_thermoviolaceus
OTU1312,2,4,0,4,7,0,11,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU1312|NN=Lactobacillus_helveticus_JQ805621|D=96.6
OTU690,0,387,0,10,5,9,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; OTU690|NN=Peptococcus_niger_AB644260|D=86.3
OTU693,0,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU693|NN=Christensenella_minuta_AB490809|D=86.6
OTU692,0,2,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU692|NN=Clostridium_bolteae_AJ508452|D=91.9
Bacteroides_faecis_AB547640,24,81,3,2,3,0,3,10,68,18,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_faecis
OTU694,0,80,0,113,0,348,26,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU694|NN=Clostridium_clariflavum_NR_102987.1|D=85.2
Lactobacillus_gastricus_AY253658,3,0,0,0,2,0,1,0,1,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_gastricus
OTU1108,20,2,0,2,1,12,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU1108|NN=Clostridium_bolteae_AJ508452|D=92.8
OTU698,0,4,0,3,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU698|NN=Intestinimonas_butyriciproducens_JX101685.1|D=91.5
OTU1093,3,2,0,1,2,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1093|NN=Soleaferrea_massiliensis_JX101688|D=87.6
OTU1319,1126,0,0,2,6,251,240,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1319|NN=Roseburia_intestinalis_AB661435|D=88.7
Alistipes_obesi_[Bacteroidales_bacterium_ph8]_JN837494.1,20,1,0,1,5,31,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_obesi
OTU1097,0,0,0,3,1,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1097|NN=Papillibacter_cinnamivorans_AF167711|D=90.2
Pantoea_agglomerans_EU598802.1,0,0,40,0,0,0,0,288,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pantoea; Pantoea_agglomerans
OTU365,0,0,0,12,11,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU365|NN=Clostridium_lactatifermentans_AY033434|D=95.4
Lactobacillus_iners_HE573916,5,1,0,7,7,0,2,0,19,22,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_iners
OTU366,0,0,0,0,0,0,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU366|NN=Bacteroides_coprocola_AB200223|D=92.4
Helicobacter_pylori_AF512997,12,1,0,81,3,1,20,0,0,0,Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; Helicobacter_pylori
OTU1484,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU1484|NN=Clostridium_nexile_X73443|D=96.4
OTU130,0,0,0,0,0,0,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU130|NN=Eubacterium_desmolans_EUBRRDO|D=94.3
OTU131,6,0,1,0,0,31,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU131|NN=Oscillibacter_valericigenes_AB238598|D=93.5
OTU132,0,1,14,3,3,1,0,0,7,5,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU132|NN=Bacteroides_vulgatus_BNRRR16SA|D=97
OTU133,0,59,0,2,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; OTU133|NN=Peptococcus_niger_AB644260|D=86.8
Eggerthella_lenta_AF292375,16,9,0,46,45,4,74,0,2,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Eggerthella; Eggerthella_lenta
Lactobacillus_gasseri_JQ805634,2196,132,0,1777,1795,553,638,0,6402,8805,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_gasseri
OTU136,2,1,0,12,7,3,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU136|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=91.2
OTU229,0,0,25,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Gemmiger; OTU229|NN=Gemmiger_formicilis_GU562446|D=93
OTU886,8,0,0,0,0,3,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU886|NN=Alistipes_senegalensis_JF824804|D=93.4
Enterococcus_asini_Y11621,7,1,122,0,383,3,2,0,15,9,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_asini
Clostridium_chauvoei_U51843,12,299,0,75,14,4,208,0,0,1,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_chauvoei
OTU1753,0,0,0,0,5,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Dehalobacteriaceae; Dehalobacterium; OTU1753|NN=Desulfitobacterium_frappieri_DFU40078|D=85.6
OTU1184,0,0,0,0,0,1,0,1,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1184|NN=Oscillibacter_valericigenes_AB238598|D=94.8
OTU918,0,2,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU918|NN=Oscillibacter_valericigenes_AB238598|D=88.4
Fusicatenibacter_saccharivorans_AB698912,3,2,2,5,7,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; Fusicatenibacter_saccharivorans
OTU961,9,1,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU961|NN=Clostridium_glycyrrhizinilyticum_AB233029|D=95.6
OTU524,27,10,0,21,2,43,21,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU524|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=93.4
OTU1258,0,0,0,0,0,6,0,0,0,0,Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; OTU1258|NN=Melainabacter_A1|D=94.8
OTU1165,0,0,0,45,16,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1165|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=90.2
OTU1068,1,0,0,1,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1068|NN=Lactonifactor_longoviformis_NR_043551.1|D=92.6
OTU1618,28,0,0,12,0,33,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1618|NN=Eubacterium_desmolans_EUBRRDO|D=94.3
